Job Title,Job URL,Company Name,Company URL,Exp,Salary,Location,Skills,Posted
Machine Learning/Devops(MLOPS) Engineer,https://www.naukri.com/job-listings-machine-learning-devops-mlops-engineer-trh-consultancy-services-kolkata-mumbai-hyderabad-secunderabad-pune-chennai-coimbatore-bangalore-bengaluru-delhi-ncr-6-to-10-years-200122903926?src=jobsearchDesk&sid=1643778307316381_7&xp=14&px=8,TRH Consultancy Services,https://www.naukri.com/premium-jobs-careers-852658,6-10 Yrs,Not disclosed,"Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Coimbatore, Bangalore/Bengaluru, Delhi NCR",Programming skills|Strong communication skills|Data Warehousing|IT Skills|Python|Testing|Quality Assurance|Data Science,12 Days Ago
Apache Hadoop Consultant - Machine Learning,https://www.naukri.com/job-listings-apache-hadoop-consultant-machine-learning-talpro-mumbai-hyderabad-secunderabad-gurgaon-gurugram-bangalore-bengaluru-3-to-8-years-290122902184?src=jobsearchDesk&sid=1643778307316381_7&xp=15&px=8,TalPro,https://www.naukri.com/premium-jobs-careers-852658,3-8 Yrs,Not disclosed,"Mumbai, Hyderabad/Secunderabad, Gurgaon/Gurugram, Bangalore/Bengaluru",Machine Learning|Apache Hadoop|MapReduce|Data Ingestion|ETL Tools|OOPS|Hadoop|Apache Server,3 Days Ago
"Chief Engineer - Compiler Expert (Machine Learning, GPU, MLIR, LLVM)",https://www.naukri.com/job-listings-chief-engineer-compiler-expert-machine-learning-gpu-mlir-llvm-career-maker-bangalore-bengaluru-6-to-11-years-180122903138?src=jobsearchDesk&sid=1643778307316381_7&xp=16&px=8,Career Maker,https://www.naukri.com/premium-jobs-careers-852658,6-11 Yrs,Not disclosed,Bangalore/Bengaluru,MLIR|Machine Learning|GPU|PyTorch|TVM|LLVM|Caffe|Tensorflow,14 Days Ago
Software Engineer - Machine Learning/OpenCV,https://www.naukri.com/job-listings-software-engineer-machine-learning-opencv-altimax-business-solutions-chennai-2-to-7-years-180122902501?src=jobsearchDesk&sid=1643778307316381_7&xp=17&px=8,Altimax Business Solutions,https://www.naukri.com/premium-jobs-careers-852658,2-7 Yrs,Not disclosed,Chennai,C|OpenCV|Machine Learning|IT Skills|Software Development|Tensorflow|Configuration Management Tools|C++,14 Days Ago
Computer Vision Engineer - Machine Learning,https://www.naukri.com/job-listings-computer-vision-engineer-machine-learning-altimax-business-solutions-chennai-2-to-7-years-020921902124?src=jobsearchDesk&sid=1643778307316381_7&xp=18&px=8,Altimax Business Solutions,https://www.naukri.com/premium-jobs-careers-852658,2-7 Yrs,Not disclosed,Chennai,PyTorch|Python|software development|data structures|machine|TensorFlow|CaffeCaffe|IT Skills,12 Days Ago
Deputy Manager - Machine Learning,https://www.naukri.com/job-listings-deputy-manager-machine-learning-wipro-limited-noida-7-to-10-years-210122002387?src=jobsearchDesk&sid=1643778307316381_7&xp=19&px=8,Wipro,https://www.naukri.com/wipro-jobs-careers-53141,7-10 Yrs,"9,00,000 - 14,00,000 PA.",Noida,Tensorflow|Pytorch|Java|python|R|Data Structures|Software Architecture|Keras,11 Days Ago
Machine Learning,https://www.naukri.com/job-listings-machine-learning-accenture-solutions-pvt-ltd-bangalore-bengaluru-12-to-15-years-180122909890?src=jobsearchDesk&sid=1643778307316381_7&xp=20&px=8,Accenture,https://www.naukri.com/accenture-jobs-careers-7682,12-15 Yrs,Not disclosed,Bangalore/Bengaluru,Python|RDBMS|Machine Learning|Python Programming|Graph databaseNeo4j|Communication|SQL|AWS,14 Days Ago
Microsoft Azure Machine Learning,https://www.naukri.com/job-listings-microsoft-azure-machine-learning-accenture-solutions-pvt-ltd-bangalore-bengaluru-6-to-8-years-180122909776?src=jobsearchDesk&sid=1643778307316381_8&xp=1&px=9,Accenture,https://www.naukri.com/accenture-jobs-careers-7682,6-8 Yrs,Not disclosed,Bangalore/Bengaluru,Microsoft Azure Machine Learning|Python|Machine Learning|Predictive Analytics|Data Mining|R Python|IT Skills|Testing,14 Days Ago
Technical Project Lead (Machine Learning with Python),https://www.naukri.com/job-listings-technical-project-lead-machine-learning-with-python-steria-india-ltd-noida-chennai-delhi-ncr-8-to-12-years-030921007519?src=jobsearchDesk&sid=1643778307316381_8&xp=2&px=9,Sopra Steria,https://www.naukri.com/sopra-steria-jobs-careers-2509562,8-12 Yrs,"16,00,000 - 25,00,000 PA.","Noida, Chennai, Delhi / NCR",IT Skills|Python|Data Science|Machine Learning|Cloud|AWS|Azure|Artificial Intelligence,12 Days Ago
"Senior Software Engineer, Machine Learning",https://www.naukri.com/job-listings-senior-software-engineer-machine-learning-uber-bangalore-bengaluru-2-to-5-years-240621500851?src=jobsearchDesk&sid=1643778307316381_8&xp=3&px=9,Uber,https://www.naukri.com/uber-jobs-careers-1724396,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,deep learning|Software design|Publishing|Machine learning|SCALA|Architectural design|Data mining|Software implementation,30+ Days Ago
"Senior Software Engineer, Compilers, Machine Learning Accelerator",https://www.naukri.com/job-listings-senior-software-engineer-compilers-machine-learning-accelerator-google-india-private-limited-bangalore-bengaluru-5-to-10-years-061221502035?src=jobsearchDesk&sid=1643778307316381_8&xp=4&px=9,Google,https://www.naukri.com/google-jobs-careers-463389,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,Computer science|Data analysis|Software design|Networking|Artificial Intelligence|Debugging|Machine learning|Data structures,
Data Analyst - Machine/Deep Learning Algorithms,https://www.naukri.com/job-listings-data-analyst-machine-deep-learning-algorithms-huquo-consulting-pvt-ltd-gurgaon-gurugram-delhi-ncr-2-to-7-years-300122903964?src=jobsearchDesk&sid=1643778307316381_8&xp=5&px=9,Huquo Consulting Pvt. Ltd,https://www.naukri.com/premium-jobs-careers-852658,2-7 Yrs,Not disclosed,"Gurgaon/Gurugram, Delhi / NCR",data science|Machine Learning|Deep Learning Algorithms|analytical|ML|Scikit|powerpoint|KNN,2 Days Ago
Data Analyst - Machine/ Deep Learning Algorithms,https://www.naukri.com/job-listings-data-analyst-machine-deep-learning-algorithms-huquo-consulting-pvt-ltd-gurgaon-gurugram-delhi-ncr-2-to-7-years-260122901373?src=jobsearchDesk&sid=1643778307316381_8&xp=6&px=9,Huquo Consulting Pvt. Ltd,https://www.naukri.com/premium-jobs-careers-852658,2-7 Yrs,Not disclosed,"Gurgaon/Gurugram, Delhi / NCR",Python|SQL|ML|IT Skills|Data Science|Machine Learning|Tensorflow|Data Analyst,6 Days Ago
Technology Analyst: Data Science | Machine Learning,https://www.naukri.com/job-listings-technology-analyst-data-science-machine-learning-infosys-limited-bangalore-bengaluru-3-to-8-years-030122905863?src=jobsearchDesk&sid=1643778307316381_8&xp=7&px=9,Infosys,https://www.naukri.com/infosys-jobs-careers-11244,3-8 Yrs,Not disclosed,Bangalore/Bengaluru,Data Science|Machine Learning|Python|IT Skills|Testing|Quality Assurance|Testing Tools|Design Principles,29 Days Ago
NLP/Chatbot Engineer - Machine/Deep Learning Algorithms,https://www.naukri.com/job-listings-nlp-chatbot-engineer-machine-deep-learning-algorithms-info-corporate-service-bangalore-bengaluru-2-to-5-years-280122903947?src=jobsearchDesk&sid=1643778307316381_8&xp=8&px=9,Info Corporate Service,https://www.naukri.com/premium-jobs-careers-852658,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,NLP|Chatbot|Machine Learning|spaCy|DialogFlow|LUIS|NLU|NLG tools,4 Days Ago
GIS Developers- Machine learning,https://www.naukri.com/job-listings-gis-developers-machine-learning-amnex-infotechnologies-ahmedabad-0-to-3-years-221019501884?src=jobsearchDesk&sid=1643778307316381_8&xp=9&px=9,Amnex Infotechnologies,https://www.naukri.com/infinium-solutionz-jobs-careers-1983170,0-3 Yrs,Not disclosed,Ahmedabad,Machine Learning Framework|Image Processing|AutoEncoder|API|Keras|data analytics|Pytorch|Algorithm Development,
"Software Engineer, Machine Learning",https://www.naukri.com/job-listings-software-engineer-machine-learning-google-india-private-limited-bengaluru-bangalore-5-to-10-years-210220501192?src=jobsearchDesk&sid=1643778307316381_8&xp=10&px=9,Google,https://www.naukri.com/google-jobs-careers-463389,5-10 Yrs,Not disclosed,Bengaluru,Computer science|C++|Software design|Artificial Intelligence|Machine learning|Infrastructure|Data structures|Natural language processing,
Lead Engineer - Data analytics and Machine learning,https://www.naukri.com/job-listings-lead-engineer-data-analytics-and-machine-learning-carrier-technologies-india-limited-hyderabad-secunderabad-4-to-9-years-110122010432?src=jobsearchDesk&sid=1643778307316381_8&xp=11&px=9,Carrier Technologies India Limited,https://www.naukri.com/carrier-technologies-india-jobs-careers-659325,4-9 Yrs,"10,00,000 - 20,00,000 PA.",Hyderabad/Secunderabad,Azure|Artificial Intelligence|Machine Learning|Deep Learning|SQL|IoT|Data Science|R,21 Days Ago
"Urgent Need !!!Data Scientist/Machine Learning- SecureKloud,Chennai",https://www.naukri.com/job-listings-urgent-need-data-scientist-machine-learning-securekloud-chennai-securekloud-technologies-limited-chennai-3-to-8-years-060122601941?src=jobsearchDesk&sid=1643778307316381_8&xp=12&px=9,SECUREKLOUD TECHNOLOGIES LIMITED,https://www.naukri.com/securekloud-technologies-jobs-careers-458529,3-8 Yrs,"5,50,000 - 15,50,000 PA.",Chennai,IT Skills|Python|Testing|Machine Learning|Cloud|AWS|Data Engineering|Artificial Intelligence,
"Urgent Need !!!Data Scientist/Machine Learning- SecureKloud,Chennai",https://www.naukri.com/job-listings-urgent-need-data-scientist-machine-learning-securekloud-chennai-securekloud-technologies-limited-chennai-3-to-8-years-060122001939?src=jobsearchDesk&sid=1643778307316381_8&xp=13&px=9,SECUREKLOUD TECHNOLOGIES LIMITED,https://www.naukri.com/securekloud-technologies-jobs-careers-458529,3-8 Yrs,"5,50,000 - 15,50,000 PA.",Chennai,Python|NLP|ETL|Data Engineering|GCP|AI|Data analysis|AWS,26 Days Ago
Data Scientist Machine Learning,https://www.naukri.com/job-listings-data-scientist-machine-learning-symmetrical-global-search-pvt-ltd-bengaluru-bangalore-10-to-12-years-301020501265?src=jobsearchDesk&sid=1643778307316381_8&xp=14&px=9,Symmetrical Global Search Pvt Ltd,https://www.naukri.com/symmetrical-20management-20consulting-jobs-careers-2524458,10-12 Yrs,Not disclosed,Bengaluru,deep learning|Data modeling|Coding|Machine learning|E-commerce|HTML|HR,
Machine Learning Engineer,https://www.naukri.com/job-listings-machine-learning-engineer-foghorn-pune-0-to-5-years-210518500288?src=jobsearchDesk&sid=1643778307316381_8&xp=15&px=9,FogHorn,https://www.naukri.com/foghorn-jobs-careers-4074290,0-5 Yrs,Not disclosed,Pune,IT Skills|Python|Software Development|Machine Learning|Algorithms|C++Python|Neural networks|Agile,
Machine Learning Engineer,https://www.naukri.com/job-listings-machine-learning-engineer-e-con-systems-india-pvt-ltd-chennai-0-to-4-years-270519500998?src=jobsearchDesk&sid=1643778307316381_8&xp=16&px=9,E-con systems India Pvt Ltd,https://www.naukri.com/e-con-systems-india-jobs-careers-1959840,0-4 Yrs,Not disclosed,Chennai,3D|C++|Matrix|OOPS|Machine learning|Programming|Open source,
Machine Learning Engineer,https://www.naukri.com/job-listings-machine-learning-engineer-phoenix-robotix-pvt-ltd-bhubaneshwar-0-to-3-years-261219501873?src=jobsearchDesk&sid=1643778307316381_8&xp=17&px=9,Phoenix Robotix Pvt. Ltd.,https://www.naukri.com/phoenix-robotix-jobs-careers-4015872,0-3 Yrs,Not disclosed,Bhubaneshwar,scipy|communication|debugging|NoSQL|coding|SQL|Python|numpy,
Machine Learning Engineer - Pan,https://www.naukri.com/job-listings-machine-learning-engineer-pan-17-live-remote-0-to-1-years-040521500001?src=jobsearchDesk&sid=1643778307316381_8&xp=18&px=9,17 Live,https://www.naukri.com/17-live-jobs-careers-5772044,0-1 Yrs,Not disclosed,Remote,Statistical analysis|data science|data manipulation|Machine learning|Data collection|Information retrieval|Data mining|Statistics,
Trainee Engineer - Machine Learning,https://www.naukri.com/job-listings-trainee-engineer-machine-learning-jumbo-labs-solutions-chandigarh-panchkula-0-to-2-years-041219500558?src=jobsearchDesk&sid=1643778307316381_8&xp=19&px=9,Jumbo Labs Solutions,https://www.naukri.com/jumbo-labs-solutions-jobs-careers-3595194,0-2 Yrs,Not disclosed,"Chandigarh, Panchkula",web services|micro services|Tensor flow|NoSQL|AI|scikit|Strut|Data Science,
Staff Engineer (Machine Learning Toolchain developer),https://www.naukri.com/job-listings-staff-engineer-machine-learning-toolchain-developer-qualcomm-technologies-inc-bangalore-bengaluru-2-to-6-years-221021501130?src=jobsearchDesk&sid=1643778307316381_8&xp=20&px=9,"Qualcomm Technologies, Inc",https://www.naukri.com/qualcomm-jobs-careers-600837,2-6 Yrs,Not disclosed,Bangalore/Bengaluru,Computer science|Computer vision|Maven|software architecture|Coding|Staffing|Machine learning|Apache,30+ Days Ago
Hiring Senior Machine Learning Engineer_Punchh,https://www.naukri.com/job-listings-hiring-senior-machine-learning-engineer-punchh-punchh-tech-india-private-limited-gurgaon-gurugram-jaipur-5-to-10-years-230122000919?src=jobsearchDesk&sid=1643778307316381_9&xp=1&px=10,Punchh Tech India Private Limited,https://www.naukri.com/punchh-tech-india-jobs-careers-4457702,5-10 Yrs,Not disclosed,"Gurgaon/Gurugram, Jaipur",Machine Learning|Python|SQL|Natural Language Processing|Data Mining|Page|Digital Marketing|Analytics,9 Days Ago
Data Scientist / Machine Learning Engineer,https://www.naukri.com/job-listings-data-scientist-machine-learning-engineer-infiswift-technologies-pune-3-to-7-years-070820500299?src=jobsearchDesk&sid=1643778307316381_9&xp=2&px=10,INFISWIFT TECHNOLOGIES,https://www.naukri.com/infiswift-technologies-jobs-careers-5627460,3-7 Yrs,Not disclosed,Pune,Computer science|Data analysis|Image processing|Business analytics|Machine learning|Natural language processing|Sensors|big data,
Machine Learning Engineer - Data Modeling/Predictive Modeling,https://www.naukri.com/job-listings-machine-learning-engineer-data-modeling-predictive-modeling-marktine-jaipur-3-to-6-years-040122909916?src=jobsearchDesk&sid=1643778307316381_9&xp=3&px=10,Marktine,https://www.naukri.com/premium-jobs-jobs-careers-678662,3-6 Yrs,Not disclosed,Remote,Predictive Modeling|Data Modeling|Machine Learning|IT Skills|Data Quality|RNN|Data Pipeline|DNN,28 Days Ago
Data Scientist / Machine Learning Engineer,https://www.naukri.com/job-listings-data-scientist-machine-learning-engineer-pubmatic-india-pvt-ltd-pune-3-to-7-years-040122500298?src=jobsearchDesk&sid=1643778307316381_9&xp=4&px=10,Pubmatic,https://www.naukri.com/pubmatic-jobs-careers-1690006,3-7 Yrs,Not disclosed,Pune,Data Gathering|R|Data Scientist|Computer Science|Data Analysis|Data Mining|Machine Learning|Statistics,
Data Scientist - Machine Learning Engineer,https://www.naukri.com/job-listings-data-scientist-machine-learning-engineer-aera-technology-pune-6-to-8-years-190618500021?src=jobsearchDesk&sid=1643778307316381_9&xp=5&px=10,Aera Technology,https://www.naukri.com/aera-technology-jobs-careers-4022808,6-8 Yrs,Not disclosed,Pune,SAN|algorithms|Business operations|Computer science|Relationship Executive|apache|Linux|infrastructure,
Technology Lead : Data Science I Machine Learning,https://www.naukri.com/job-listings-technology-lead-data-science-i-machine-learning-infosys-limited-bangalore-bengaluru-5-to-10-years-030122908288?src=jobsearchDesk&sid=1643778307316381_9&xp=6&px=10,Infosys,https://www.naukri.com/infosys-jobs-careers-11244,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,Data Science|Agile Methodologies|Machine Learning|IT Skills|Testing|Quality Assurance|Testing Tools|Design Principles,29 Days Ago
Senior/Lead Data Scientist - Machine Learning/Deep Learning,https://www.naukri.com/job-listings-senior-lead-data-scientist-machine-learning-deep-learning-squareroot-consulting-pvt-ltd-bangalore-bengaluru-1-to-5-years-110122910674?src=jobsearchDesk&sid=1643778307316381_9&xp=7&px=10,Squareroot Consulting Pvt Ltd,https://www.naukri.com/premium-jobs-careers-852658,1-5 Yrs,Not disclosed,Bangalore/Bengaluru,NLP|Machine Learning|Deep Learning|IT Skills|Python|Data Science|Data Scientist|Artificial Intelligence,21 Days Ago
"Python Developer, Machine Learning/Deep Learning (0-3 Years) - Chennai",https://www.naukri.com/job-listings-python-developer-machine-learning-deep-learning-0-3-years-chennai-the-hr-bulb-chennai-bangalore-bengaluru-0-to-3-years-170122001348?src=jobsearchDesk&sid=1643778307316381_9&xp=8&px=10,The HR Bulb,https://www.naukri.com/the-hr-bulb-jobs-careers-5099192,0-3 Yrs,"2,25,000 - 3,50,000 PA.","Chennai(Perumbakkam), Bangalore/Bengaluru(Richmond Road)",Machine Learning|Deep Learning|Python|Python Developer|Blockchain|Big Data|Prediction Analysis|Data Mining,15 Days Ago
Director - Analytics - Machine Learning - KPO - IIT/ IIM/ XLRI/ MDI,https://www.naukri.com/job-listings-director-analytics-machine-learning-kpo-iit-iim-xlri-mdi-huquo-consulting-pvt-ltd-gurgaon-gurugram-7-to-10-years-181120908041?src=jobsearchDesk&sid=1643778307316381_9&xp=9&px=10,Huquo Consulting Pvt. Ltd,https://www.naukri.com/premium-jobs-careers-852658,7-10 Yrs,Not disclosed,Gurgaon/Gurugram,Pytorch|TensorFlow|analytics|python libraries|IT Skills|Python|Machine Learning|Training,4 Days Ago
AVP - Cognitive Technologies Architect - NLP/Machine/Deep Learning,https://www.naukri.com/job-listings-avp-cognitive-technologies-architect-nlp-machine-deep-learning-huquo-consulting-pvt-ltd-gurgaon-gurugram-bangalore-bengaluru-10-to-12-years-130921902392?src=jobsearchDesk&sid=1643778307316381_9&xp=10&px=10,Huquo Consulting Pvt. Ltd,https://www.naukri.com/premium-jobs-careers-852658,10-12 Yrs,Not disclosed,"Gurgaon/Gurugram, Bangalore/Bengaluru",IT Skills|Java|Python|Data Science|Machine Learning|Artificial Intelligence|Cloud|software application management,4 Days Ago
Manager - Machine Learning - Analytics Firm,https://www.naukri.com/job-listings-manager-machine-learning-analytics-firm-huquo-consulting-pvt-ltd-gurgaon-gurugram-delhi-ncr-3-to-8-years-211021905025?src=jobsearchDesk&sid=1643778307316381_9&xp=11&px=10,Huquo Consulting Pvt. Ltd,https://www.naukri.com/premium-jobs-careers-852658,3-8 Yrs,Not disclosed,"Gurgaon/Gurugram, Delhi / NCR",SAS|Data Management|Machine Learning|Statistics|Analytics,4 Days Ago
Assistant Vice President - Machine Learning,https://www.naukri.com/job-listings-assistant-vice-president-machine-learning-huquo-consulting-pvt-ltd-gurgaon-gurugram-delhi-ncr-7-to-12-years-170920901888?src=jobsearchDesk&sid=1643778307316381_9&xp=12&px=10,Huquo Consulting Pvt. Ltd,https://www.naukri.com/premium-jobs-careers-852658,7-12 Yrs,Not disclosed,"Gurgaon/Gurugram, Delhi / NCR",people management|SAS|Machine Learning|communication|IT Skills|Risk Analytics|Statistics|Analytics,4 Days Ago
Assistant Vice President- Machine Learning- US Credit Cards Portfolio,https://www.naukri.com/job-listings-assistant-vice-president-machine-learning-us-credit-cards-portfolio-huquo-consulting-pvt-ltd-gurgaon-gurugram-delhi-ncr-7-to-12-years-151121909652?src=jobsearchDesk&sid=1643778307316381_9&xp=13&px=10,Huquo Consulting Pvt. Ltd,https://www.naukri.com/premium-jobs-careers-852658,7-12 Yrs,Not disclosed,"Gurgaon/Gurugram, Delhi / NCR",IT Skills|Machine Learning|BPO|Communication Skills|Banking|Team Leading|KPO|People Management Skills,4 Days Ago
Assistant Manager/Manager - Machine Learning - Consulting Firm,https://www.naukri.com/job-listings-assistant-manager-manager-machine-learning-consulting-firm-huquo-consulting-pvt-ltd-gurgaon-gurugram-6-to-9-years-121121909307?src=jobsearchDesk&sid=1643778307316381_9&xp=14&px=10,Huquo Consulting Pvt. Ltd,https://www.naukri.com/premium-jobs-careers-852658,6-9 Yrs,Not disclosed,Gurgaon/Gurugram,Data Modeling|Machine Learning|Statistics|Analytics|Python|Predictive Analytics,4 Days Ago
Machine Learning/AI Engineer,https://www.naukri.com/job-listings-machine-learning-ai-engineer-ave-promagne-noida-kota-kolkata-visakhapatnam-vizag-hyderabad-secunderabad-gurgaon-gurugram-jaipur-bangalore-bengaluru-delhi-ncr-3-to-8-years-060122912694?src=jobsearchDesk&sid=1643778307316381_9&xp=15&px=10,AVE-Promagne,https://www.naukri.com/premium-jobs-jobs-careers-678662,3-8 Yrs,Not disclosed,"Noida, Kota, Kolkata, Visakhapatnam, Hyderabad/Secunderabad, Gurgaon/Gurugram, Jaipur, Bangalore/Bengaluru, Delhi / NCR",deep learning|python|data analysis|data science|predictive analytics|machine learning|statistical analysis,26 Days Ago
Machine Learning Engineer - Python,https://www.naukri.com/job-listings-machine-learning-engineer-python-marktine-jaipur-bangalore-bengaluru-delhi-ncr-4-to-9-years-020122901441?src=jobsearchDesk&sid=1643778307316381_9&xp=16&px=10,Marktine,https://www.naukri.com/premium-jobs-jobs-careers-678662,4-9 Yrs,Not disclosed,"Jaipur, Bangalore/Bengaluru, Delhi / NCR",Machine Learning|Forecasting|Python|IT Skills|Data Science|Predictive Modeling|R|NLP,30 Days Ago
Artificial Intelligence & Machine Learning Expert,https://www.naukri.com/job-listings-artificial-intelligence-machine-learning-expert-infosys-limited-bangalore-bengaluru-3-to-8-years-170122907428?src=jobsearchDesk&sid=1643778307316381_9&xp=17&px=10,Infosys,https://www.naukri.com/infosys-jobs-careers-11244,3-8 Yrs,Not disclosed,Bangalore/Bengaluru,Artificial Intelligence|Machine Learning|Deep Learning|Theano|>IBM Watson|TensorFlow|Keras|communication,15 Days Ago
Senior Machine Learning Engineer,https://www.naukri.com/job-listings-senior-machine-learning-engineer-intel-technology-india-pvt-ltd-bangalore-bengaluru-4-to-8-years-230921500181?src=jobsearchDesk&sid=1643778307316381_9&xp=18&px=10,Intel,https://www.naukri.com/intel-jobs-careers-234718,4-8 Yrs,Not disclosed,Bangalore/Bengaluru,Computer science|Product quality|Diagnostics|Technical writing|Machine learning|data visualization|Object oriented programming|Electronics engineering,30+ Days Ago
Team Lead - Machine Learning,https://www.naukri.com/job-listings-team-lead-machine-learning-airwoot-delhi-0-to-6-years-160317500820?src=jobsearchDesk&sid=1643778307316381_9&xp=19&px=10,Airwoot,https://www.naukri.com/airwoot-jobs-careers-2029408,0-6 Yrs,Not disclosed,Delhi,Computer science|rest|algorithms|Support|Neural networks|Social media|Artificial Intelligence|Machine learning,
Python/Machine Learning Developer,https://www.naukri.com/job-listings-python-machine-learning-developer-ard-softech-pvt-ltd-pune-0-to-1-years-181119501247?src=jobsearchDesk&sid=1643778307316381_9&xp=20&px=10,ARD Softech Pvt. Ltd.,https://www.naukri.com/ard-softech-jobs-careers-1629540,0-1 Yrs,Not disclosed,Pune,QA|Architecture|Business analysis|Machine learning|HR|Management|Python,
Urgently Require Machine Learning Developer | Gomechanic | Gurgaon |,https://www.naukri.com/job-listings-urgently-require-machine-learning-developer-gomechanic-gurgaon-targetone-innovations-private-limited-gurgaon-gurugram-0-to-4-years-140122000350?src=jobsearchDesk&sid=1643778307316381_10&xp=1&px=11,TARGETONE INNOVATIONS PRIVATE LIMITED,https://www.naukri.com/targetone-innovations-jobs-careers-2813738,0-4 Yrs,"6,00,000 - 10,00,000 PA.",Gurgaon/Gurugram,Tensorflow|Image Processing|Computer Vision|Machine Learning|Numpy,19 Days Ago
Machine Learning Engineer/Researcher,https://www.naukri.com/job-listings-machine-learning-engineer-researcher-qualcomm-technologies-inc-bangalore-bengaluru-2-to-5-years-171121500785?src=jobsearchDesk&sid=1643778307316381_10&xp=2&px=11,"Qualcomm Technologies, Inc",https://www.naukri.com/qualcomm-jobs-careers-600837,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,Wireless|Computer science|Analytical|Machine learning|Signal processing|Data collection|System design|Apache,
Machine Learning Engineer,https://www.naukri.com/job-listings-machine-learning-engineer-qualcomm-technologies-inc-bangalore-bengaluru-1-to-4-years-161221501020?src=jobsearchDesk&sid=1643778307316381_10&xp=3&px=11,"Qualcomm Technologies, Inc",https://www.naukri.com/qualcomm-jobs-careers-600837,1-4 Yrs,Not disclosed,Bangalore/Bengaluru,Computer science|RTOS|Staffing|Database management|Machine learning|Software development life cycle|Object oriented programming|Software solutions,30+ Days Ago
Camera Software Systems Engineer - Machine learning Staff,https://www.naukri.com/job-listings-camera-software-systems-engineer-machine-learning-staff-qualcomm-technologies-inc-bangalore-bengaluru-2-to-6-years-080621501345?src=jobsearchDesk&sid=1643778307316381_10&xp=4&px=11,"Qualcomm Technologies, Inc",https://www.naukri.com/qualcomm-jobs-careers-600837,2-6 Yrs,Not disclosed,Bangalore/Bengaluru,Wireless|Computer science|C++|Data analysis|Prototype|Image processing|Sensors|Automotive,
Camera Systems Engineer - Machine learning,https://www.naukri.com/job-listings-camera-systems-engineer-machine-learning-qualcomm-technologies-inc-bangalore-bengaluru-1-to-6-years-031221500619?src=jobsearchDesk&sid=1643778307316381_10&xp=5&px=11,"Qualcomm Technologies, Inc",https://www.naukri.com/qualcomm-jobs-careers-600837,1-6 Yrs,Not disclosed,Bangalore/Bengaluru,Wireless|Computer science|C++|Data analysis|Image processing|Machine learning|Signal processing|Sensors,30+ Days Ago
Machine Learning Engineer,https://www.naukri.com/job-listings-machine-learning-engineer-sutherland-global-services-inc-chennai-5-to-10-years-190721501117?src=jobsearchDesk&sid=1643778307316381_10&xp=6&px=11,Sutherland Global Services Inc,https://www.naukri.com/sutherland-jobs-careers-417215,5-10 Yrs,Not disclosed,Chennai,Data Science|Nlp|Ml Libraries|Artificial Intelligence|Data Structures|Machine Learning Engineer|Data Modeling|Statistical Analysis,30+ Days Ago
Machine Learning Compiler Engineer,https://www.naukri.com/job-listings-machine-learning-compiler-engineer-qualcomm-technologies-inc-bengaluru-bangalore-2-to-6-years-170720500093?src=jobsearchDesk&sid=1643778307316381_10&xp=7&px=11,"Qualcomm Technologies, Inc",https://www.naukri.com/qualcomm-jobs-careers-600837,2-6 Yrs,Not disclosed,Bengaluru,Wireless|RTOS|Computer science|Linux|SOC|Configuration management|Machine learning|System design,30+ Days Ago
Senior Machine Learning Applied Scientist,https://www.naukri.com/job-listings-senior-machine-learning-applied-scientist-oyo-hotels-and-homes-private-limited-hyderabad-secunderabad-bangalore-bengaluru-delhi-ncr-3-to-8-years-151221010965?src=jobsearchDesk&sid=1643778307316381_10&xp=8&px=11,OyoRooms,https://www.naukri.com/oyorooms-jobs-careers-1434908,3-8 Yrs,Not disclosed,"Hyderabad/Secunderabad, Bangalore/Bengaluru, Delhi / NCR",Data Science|NLP|SAS|Artificial Intelligence|Django|Natural Language Processing|Neural Networks|Statistical Modeling,30+ Days Ago
Machine Learning Data Scientist,https://www.naukri.com/job-listings-machine-learning-data-scientist-xamplay-bengaluru-bangalore-3-to-7-years-210820501409?src=jobsearchDesk&sid=1643778307316381_10&xp=9&px=11,Xamplay,https://www.naukri.com/xamplay-jobs-careers-5645928,3-7 Yrs,Not disclosed,Bengaluru,Machine learning|data visualization,
Machine Learning Engineer Multi data(NLP CV Numeric ),https://www.naukri.com/job-listings-machine-learning-engineer-multi-data-nlp-cv-numeric-siemens-limited-bangalore-bengaluru-5-to-6-years-070122502580?src=jobsearchDesk&sid=1643778307316381_10&xp=10&px=11,Siemens,https://www.naukri.com/siemens-jobs-careers-51042,5-6 Yrs,Not disclosed,Bangalore/Bengaluru,Computer vision|DTS|Version control|Analytical|Consulting|Machine learning|Agile|Data processing,25 Days Ago
Machine Learning-data scientist,https://www.naukri.com/job-listings-machine-learning-data-scientist-diverse-lynx-bangalore-bengaluru-2-to-6-years-300421500977?src=jobsearchDesk&sid=1643778307316381_10&xp=11&px=11,Diverse Lynx,https://www.naukri.com/diverse-lynx-india-jobs-careers-1863926,2-6 Yrs,Not disclosed,Bangalore/Bengaluru,Machine learning,
